Nom du cours,Classification,Terme,Explication
L'empire aztèque,Autre,Variole,Maladie infectieuse d'origine européenne qui fut le principal agent de mortalité lors de la chute de l'empire aztèque.
L'empire aztèque,Autre,Nahuatl,Langue parlée par les Aztèques et encore pratiquée par de nombreuses communautés au Mexique aujourd'hui.
L'empire aztèque,Institution,Nouvelle-Espagne,Nom donné à la colonie espagnole établie sur les ruines de l'empire aztèque après 1521.
La découverte de l'Amérique (1492),Personnage,Ératosthène,Savant grec du IIIe siècle av. J.-C. qui fut le premier à calculer la circonférence de la Terre avec une précision remarquable grâce à l'ombre portée du soleil.
La découverte de l'Amérique (1492),Institution,Capitulations de Santa Fe,"Contrat signé en avril 1492 entre Christophe Colomb et les Rois Catholiques, fixant les conditions financières et les titres honorifiques du navigateur en cas de succès."
La découverte de l'Amérique (1492),Personnage,Pinzón,"Famille de riches armateurs espagnols, dont les frères Martín Alonso et Vicente Yáñez, qui furent les véritables soutiens techniques et financiers de l'expédition de 1492."
La découverte de l'Amérique (1492),Autre,Taïnos,Peuple autochtone habitant les grandes Antilles au moment de l'arrivée de Colomb ; ils furent les premiers à subir les conséquences de la colonisation espagnole.
La naissance de l'islam (622),Autre,Quraysh,Puissante tribu marchande qui contrôlait La Mecque et la Kaaba à l'époque de Muhammad.
La naissance de l'islam (622),Concept,Calife,Successeur de Muhammad à la tête de la communauté des musulmans et de l'empire islamique (califat).
L'appel d'Urbain II et la 1re Croisade (1095),Institution,États latins d'Orient,"Quatre États chrétiens (comté d'Édesse, principauté d'Antioche, comté de Tripoli, royaume de Jérusalem) créés par les croisés au Proche-Orient à la fin du XIe siècle."
La prise de Rome par les Wisigoths (410),Personnage,Alaric Ier,"Roi des Wisigoths et ancien officier de l'armée romaine, il mena son peuple à la prise de Rome en 410 après l'échec de négociations avec l'Empire."
La prise de Rome par les Wisigoths (410),Personnage,Honorius,Empereur romain d'Occident (395-423) qui déplaça la capitale à Ravenne et fut incapable d'empêcher le sac de Rome.
La prise de Rome par les Wisigoths (410),Lieu,Ravenne,Ville d'Italie devenue capitale de l'Empire d'Occident en 402 en raison de sa position stratégique protégée par des marais.
La prise de Rome par les Wisigoths (410),Œuvre,La Cité de Dieu,Traité théologique et philosophique de Saint Augustin rédigé suite au sac de Rome pour justifier le christianisme face aux critiques païennes.
La prise de Rome par les Wisigoths (410),Personnage,Romulus Augustule,"Dernier empereur romain d'Occident, déposé à l'âge d'environ 15 ans par le chef Odoacre en 476."
La prise de Rome par les Wisigoths (410),Personnage,Odoacre,Chef militaire hérule qui renversa l'Empire d'Occident en 476 et s'établit comme roi d'Italie sous la suzeraineté nominale de Constantinople.
La Magna Carta (1215),Personnage,Innocent III,Pape (1198-1216) extrêmement puissant qui excommunia Jean sans Terre avant de devenir son allié et d'annuler la Magna Carta à sa demande.
La Magna Carta (1215),Personnage,Stephen Langton,Archevêque de Cantorbéry dont la nomination fut à l'origine du conflit entre Jean sans Terre et le Pape. Il joua un rôle de médiateur et d'architecte intellectuel de la Charte.
La Magna Carta (1215),Personnage,Edward Coke,Juriste anglais du XVIIe siècle qui a réactivé l'usage de la Magna Carta pour s'opposer à l'absolutisme royal des Stuarts.
La Peste noire en Europe (1347-1353),Autre,Petit Âge Glaciaire,"Période de refroidissement climatique débutant au XIVe siècle, responsable de mauvaises récoltes et de famines qui ont affaibli la résistance immunitaire des Européens avant la peste."
La Peste noire en Europe (1347-1353),Institution,Horde d'Or,"Empire mongol établi sur les steppes russes et d'Asie centrale, dont les armées ont assiégé Caffa et introduit la peste auprès des comptoirs européens."
Jeanne d'Arc et la Guerre de Cent Ans (1429),Référence historique,Armagnacs,Faction de la noblesse française fidèle à la maison d'Orléans et à la légitimité des Valois (Charles VII) pendant la guerre civile contre les Bourguignons.
La chute de Constantinople (1453),Lieu,Corne d'Or,"Estuaire se jetant dans le Bosphore, formant un port naturel protégé qui séparait la ville de Constantinople de sa banlieue de Galata."
La chute de Constantinople (1453),Autre,Murailles théodosiennes,"Système de fortifications terrestres de Constantinople érigé au Ve siècle, célèbre pour sa complexité et son invincibilité historique jusqu'en 1453."
L'empire aztèque,Concept,Huitzilopochtli,"Dieu du soleil et de la guerre chez les Aztèques, guide spirituel de la migration mexica et bénéficiaire principal des sacrifices humains."
L'empire aztèque,Personnage,Moctezuma II,Dernier grand souverain aztèque régnant lors de l'arrivée de Cortés. Sa gestion hésitante de l'invasion a facilité la capture de Tenochtitlán.
L'empire aztèque,Lieu,Templo Mayor,"Double pyramide au centre de Tenochtitlán dédiée à Huitzilopochtli et Tlaloc (dieu de la pluie), cœur religieux et politique de l'empire."
La prise de la Bastille (1789),Événement connexe,guerre d'Indépendance américaine,Conflit (1775-1783) durant lequel la France a aidé les colonies américaines à se libérer de la tutelle britannique. Le coût financier de ce soutien fut l'une des causes majeures de la faillite de la monarchie française.
La prise de la Bastille (1789),Événement,La Grande Peur,"Mouvement de panique et de révolte paysanne qui s'étend dans les campagnes françaises entre juillet et août 1789, menant à la destruction des registres seigneuriaux."
La stratégie de Napoléon à Ulm (1805),Lieu,Forêt-Noire,Massif montagneux dans le sud-ouest de l'Allemagne d'où Mack pensait voir arriver Napoléon.
La stratégie de Napoléon à Ulm (1805),Institution,Grande Armée,Nom donné par Napoléon aux forces militaires françaises qu'il commanda personnellement entre 1805 et 1814.
La bataille de Waterloo (1815),Concept,Position centrale,"Manœuvre tactique de Napoléon consistant à se placer entre deux armées ennemies pour les affronter séparément, évitant ainsi d'être submergé par leur force combinée."
La bataille de Waterloo (1815),Autre,Grande Batterie,Concentration massive de canons préconisée par Napoléon pour percer les lignes ennemies par un bombardement intensif sur un point précis.
La bataille de Waterloo (1815),Concept,Légitimité,Principe diplomatique post-1815 visant à restaurer les dynasties royales sur leurs trônes au détriment des régimes issus de la Révolution ou de l'Empire.
La bataille de Waterloo (1815),Concept,Carré,"Formation défensive de l'infanterie composée de plusieurs rangs de soldats formant un rectangle, les baïonnettes vers l'extérieur pour briser les charges de cavalerie."
La Commune de Paris (1871),Institution,Garde Nationale,"Milice citoyenne composée principalement de Parisiens, disposant de ses propres armes et chefs élus. En 1871, elle devient le bras armé de la Commune."
La Commune de Paris (1871),Autre,Fédérés,"Nom donné aux partisans de la Commune de Paris, car ils se réclamaient d'une fédération de communes autonomes."
La Commune de Paris (1871),Personnage,Louise Michel,"Surnommée la 'Vierge rouge', elle est l'une des figures majeures de la Commune, militante anarchiste et ambulancière sur les barricades."
La Belle Époque (1871-1914),Évènement,Guerre franco-prussienne,"Conflit de 1870-1871 qui mena à la chute de Napoléon III et à l'unification de l'Allemagne, créant un ressentiment français durable (la perte de l'Alsace-Lorraine)."
La Belle Époque (1871-1914),Évènement,Première Guerre mondiale,Conflit global de 1914 à 1918 qui mit fin à l'hégémonie européenne et transforma radicalement les frontières et les sociétés nationales.
La Belle Époque (1871-1914),Personnage,Sigmund Freud,"Médecin autrichien, fondateur de la psychanalyse. Son ouvrage 'L'Interprétation du rêve' (1900) marque une rupture majeure dans la compréhension de la psyché humaine."
La Belle Époque (1871-1914),Concept,Relativité,"Théorie physique publiée par Albert Einstein en 1905, bouleversant les concepts d'espace et de temps hérités de la physique classique."
La Belle Époque (1871-1914),Mouvement,Art nouveau,"Style artistique de la fin du XIXe siècle caractérisé par des lignes courbes et des motifs inspirés de la nature, touchant l'architecture et la décoration."
La Belle Époque (1871-1914),Mouvement,fauvisme,Courant pictural français du début du XXe siècle privilégiant les couleurs vives et arbitraires pour exprimer des émotions plutôt que la réalité.
La Belle Époque (1871-1914),Mouvement,cubisme,"Mouvement artistique d'avant-garde initié par Picasso et Braque, décomposant les objets en formes géométriques simples."
La bataille de Verdun (1916),Événement,Gericht,"Nom de code de l'opération allemande sur Verdun, signifiant « tribunal » ou « jugement » en allemand, illustrant la volonté de Falkenhayn de juger et d'anéantir l'armée française."
La bataille de Verdun (1916),Lieu,Bar-le-Duc,"Ville située à l'arrière du front de Verdun, point de départ de la Voie Sacrée par laquelle transitaient les camions de ravitaillement."
La bataille de Verdun (1916),Concept,Noria,"Système de rotation des troupes mis en place par Pétain à Verdun, consistant à faire passer les divisions sur le front pour une durée courte afin de maintenir leur efficacité au combat."
La bataille de Verdun (1916),Lieu,Zones rouges,Territoires si dévastés par les combats et pollués par les munitions non explosées que l'État français y a interdit toute activité agricole ou reconstruction après la guerre.
La Révolution russe (1917),Évènement,Première Guerre mondiale,"Conflit mondial (1914-1918) qui a provoqué l'effondrement de plusieurs empires, dont l'Empire russe, incapable de suivre le rythme industriel du conflit."
La Révolution russe (1917),Institution,Douma,"Le parlement russe créé après la révolution de 1905. En 1917, elle était largement ignorée par le tsar Nicolas II."
La Révolution russe (1917),Autre,calendrier julien,"Calendrier utilisé en Russie jusqu'en 1918, qui accusait 13 jours de retard sur le calendrier grégorien occidental (d'où l'écart entre février/mars et octobre/novembre)."
La Révolution russe (1917),Concept,Thèses d'Avril,"Programme politique présenté par Lénine à son retour d'exil, prônant le passage immédiat de la révolution bourgeoise à la révolution socialiste."
