Nom du cours,Classification,Terme,Explication
"Don Quixote, Cervantes",Figure,James Joyce,"Major 20th-century Irish writer, author of Ulysses, whose complex narrative structure and exploration of human psychology are direct heirs to the structural innovations established by Cervantes."
"The Grapes of Wrath, Steinbeck",Location,Hoovervilles,"Name given to the shantytowns built by homeless people in the United States during the Great Depression, in ironic reference to President Herbert Hoover, held responsible for the crisis."
"To Kill a Mockingbird, Harper Lee",Concept,white savior,"Narrative trope where a white character comes to the aid of non-white individuals in a desperate situation, often used to criticize the white-centered perspective in racial struggle narratives."
"To Kill a Mockingbird, Harper Lee",Work,Go Set a Watchman,"Second novel by Harper Lee published in 2015. Written before 'To Kill a Mockingbird', it presents an older and more ambiguous version of Atticus Finch."
"To Kill a Mockingbird, Harper Lee",Figure,Gregory Peck,American actor who won the Academy Award for Best Actor in 1963 for his iconic portrayal of Atticus Finch on screen.
"The Great Gatsby, Fitzgerald",Concept,Hidden God,"Recurring theme in the novel linked to T.J. Eckleburg's billboard, suggesting a modern world where spirituality has been replaced by commerce and where morality only persists as a simulacrum."
"The Lord of the Rings, Tolkien",Movement,High Fantasy,"Subgenre of fantasy taking place in a completely imaginary world, involving epic stakes of the struggle between good and evil and strong mythological consistency."
"The Lord of the Rings, Tolkien",Other,Old English,"Also called Anglo-Saxon, it is the ancient form of the English language spoken between the 5th and 11th centuries, of which Tolkien was a world expert."
"The Lord of the Rings, Tolkien",Concept,Maia,"In Tolkien's mythology, divine spirits of lower rank than the Valar (the gods). Sauron and Gandalf are Maiar."
"The Lord of the Rings, Tolkien",Location,Gondor,"The principal kingdom of Men in the south of Middle-earth, the bastion of resistance against Sauron."
"The Lord of the Rings, Tolkien",Institution,Inklings,"Informal literary circle at Oxford centered around Tolkien and C.S. Lewis, where members read their works currenty in progress."
"Fahrenheit 451, Bradbury",Work,1984,Novel by George Orwell (1949) describing a totalitarian dictatorship based on surveillance and the direct repression of thought by the State.
"Fahrenheit 451, Bradbury",Concept,mass consumption,"Economic and social model that appeared in the 20th century, characterized by the standardization of products and the permanent stimulation of the desire to buy among citizens."
"One Hundred Years of Solitude, García Márquez",Work,One Hundred Years of Solitude,"Novel by Gabriel García Márquez published in 1967, considered one of the summits of 20th-century world literature."
"One Hundred Years of Solitude, García Márquez",Other,Sanskrit,Classical language of ancient India used by Melquíades in the novel to encode the prophecies about the Buendía family.
"One Hundred Years of Solitude, García Márquez",Figure,Mario Vargas Llosa,"Peruvian writer, major figure of the Latin American Literature Boom and friend (then rival) of García Márquez."
"The Metamorphosis, Kafka",Work,The Metamorphosis,Major novella of world literature (1915) relating the sudden transformation of Gregor Samsa into an insect.
"The Metamorphosis, Kafka",Figure,Max Brod,"Close friend and literary executor of Kafka who, contrary to his wishes, published his manuscripts posthumously."
"The Metamorphosis, Kafka",Concept,Kafkaesque,"Adjective designating a situation that is absurd, oppressive, and illogical, typical of the bureaucratic and distressing universe described by the author."
"The Metamorphosis, Kafka",Other,boarders,Individuals who rent a room and take their meals in a private home; their presence at the Samsas' accelerates Gregor's exclusion.
"Moby Dick, Melville",Movement,American literature,"The body of literary works produced in the United States, marked in the 19th century by the emergence of a national voice distinct from Europe."
"Moby Dick, Melville",Location,Marquesas,"An archipelago in French Polynesia where Melville stayed in 1842 after deserting his whaleship, an experience that inspired his first novels."
"Moby Dick, Melville",Work,Typee,"Melville's first novel (1846), a semi-autobiographical account of his adventures among a cannibalistic tribe, which was his greatest success during his lifetime."
"Moby Dick, Melville",Concept,Literary canon,"A collection of works considered fundamental, exemplary, and worthy of being taught within a given culture."
"Moby Dick, Melville",Location,New Bedford,A coastal city in Massachusetts that was the whaling industry capital of the world in the mid-19th century.
"Moby Dick, Melville",Figure,Queequeg,"Tattooed Polynesian harpooner of the Pequod, Ishmael's loyal friend, representing savage nobility and pre-Christian wisdom."
"Moby Dick, Melville",Figure,Starbuck,"First mate of the Pequod, a pragmatic and courageous Quaker who opposes Ahab's vengeful madness in the name of common sense."
"Moby Dick, Melville",Figure,Stubb,"Second mate of the Pequod, characterized by his jovial phlegm and his pipe, facing the dangers of the sea with indifference."
"Moby Dick, Melville",Figure,Flask,"Third mate of the Pequod, nicknamed 'King-Post', seeing the whale as mere prey to be killed without any sentiment."
"Moby Dick, Melville",Other,Cetology,"Branch of zoology that studies cetaceans (whales, sperm whales, dolphins)."
"Moby Dick, Melville",Other,Sperm whale,"Large toothed marine mammal, hunted in the 19th century for its oil and the spermaceti located in its head."
"Moby Dick, Melville",Other,Spermaceti,"Or spermaceti, a waxy substance located in the head of the sperm whale, used to make high-quality candles."
"Moby Dick, Melville",Concept,Leviathan,"Marine monster from Biblical Mythology, often used to refer to a creature or structure of colossal and terrifying power."
"Moby Dick, Melville",Concept,Malignity,"Propensity to do evil, deliberate wickedness. In the novel, Ahab projects this intention onto the animal."
"The Little Prince, Saint-Exupéry",Location,New York,"City of exile for Saint-Exupéry between 1940 and 1943, where he wrote The Little Prince."
"The Little Prince, Saint-Exupéry",Location,Long Island,Island near New York where Saint-Exupéry resided while writing the tale.
"The Little Prince, Saint-Exupéry",Institution,Reynal & Hitchcock,American publishing house that published the very first edition of The Little Prince in 1943.
"The Little Prince, Saint-Exupéry",Other,Lockheed P-38 Lightning,Twin-engine reconnaissance aircraft model piloted by Saint-Exupéry during his final mission.
"The Little Prince, Saint-Exupéry",Other,baobabs,"Giant trees that, in the tale, symbolize dangers or bad thoughts that must be rooted out as soon as they appear."
"The Little Prince, Saint-Exupéry",Location,B-612,Name given to a real asteroid as a tribute to asteroid B-612 from The Little Prince.
"The Little Prince, Saint-Exupéry",Institution,Aéropostale,French airmail company where Saint-Exupéry worked.
"The Alchemist, Paulo Coelho",Work,The Alchemist,"Novel by Paulo Coelho published in 1988, telling the initiatory quest of a shepherd named Santiago."
"The Alchemist, Paulo Coelho",Figure,Raul Seixas,Famous Brazilian rocker from the 1970s with whom Paulo Coelho collaborated as a lyricist.
"The Alchemist, Paulo Coelho",Location,Santiago de Compostela,"Famous Catholic pilgrimage that Coelho walked, inspiring his spiritual renewal and his writing."
