Nom du cours,Classification,Terme,Explication
Nouvelle Vague,Konzept,Dreharbeiten an Originalschauplätzen und die leichte Kamera,"Die Nouvelle Vague erfand das Kino technisch neu: leichte tragbare Kameras, hochempfindliche Filme, die Aufnahmen ohne künstliche Beleuchtung ermöglichten. Diese Budgetzwänge entwickelten sich zu einer revolutionären Ästhetik – das Kino, das „auf die Straße ging“."
Kubrick: 2001: Odyssee im Weltraum,Personage,Arthur C. Clarke,"Britischer Science-Fiction-Autor, der das Drehbuch zu 2001 basierend auf der Kurzgeschichte „La Sentinelle“ (1948) mitverfasste. Er erfand das Konzept des geostationären Kommunikationssatelliten im Jahr 1945 – lange vor seiner technischen Umsetzung."
Kubrick: 2001: Odyssee im Weltraum,Konzept,Künstliche Intelligenz und HAL 9000,"HAL 9000 ist eine der ersten Darstellungen einer bewussten Künstlichen Intelligenz im Konflikt mit ihren Schöpfern. Sein Anthropomorphismus (ruhige Stimme, unerbittliche Logik, Selbsterhaltungstrieb) nimmt aktuelle Debatten über die Sicherheit von KI vorweg."
Hitchcock und der Suspense,Konzept,Der MacGuffin,"Hitchcocks Begriff für das Objekt, das alle Personen verfolgen (der Koffer, die Geheimpläne), dessen Inhalt aber für den Zuschauer völlig unwichtig ist. Entscheidend ist das Verlangen, das es weckt, und die erzählerische Dynamik, die es erzeugt."
Hitchcock und der Suspense,Konzept,Die subjektive Kamera (Point-of-View-Shot),"Technik, bei der die Kamera den Blickwinkel einer Person einnimmt und den Zuschauer genau das erleben lässt, was sie sieht. In Vertigo werden Scotties Schwindelgefühle durch eine speziell für den Film erfundene Zoom-Dolly-Technik übertragen."
Gotische Architektur: Die Kathedralen,Konzept,Der Strebepfeiler und das Kreuzrippengewölbe,"Strukturelle Innovationen der Gotik. Das Kreuzripengewölbe verteilt das Gewicht auf die Rippen statt auf die gesamten Mauern. Der Strebebogen leitet den Druck nach außen ab und ermöglicht es, die Wände für Fenster zu öffnen, ohne dass das Gebäude einstürzt."
Gotische Architektur: Die Kathedralen,Konzept,Die Lichttheologie (Abt Suger),"Suger theoretisierte, dass das göttliche Licht, das durch die farbigen Glasfenster geleitet wird, die Seele zu Gott erhebt. Diese „Metaphysik des Lichts“ inspirierte die gotische Architektur in ihrem Streben nach immer größeren Fenstern und immer höheren Bögen."
Das Bauhaus,Konzept,Der Funktionalismus im Design,"Prinzip des Bauhauses: Die Form muss der Funktion folgen (form follows function). Ein gut gestaltetes Objekt ist schön, weil es seinen Zweck perfekt erfüllt – ohne überflüssige Ornamente. Dieses Prinzip strukturiert das moderne Industriedesign."
Das Bauhaus,Ereignis,Die Schließung durch die Nationalsozialisten (1933),"Hitler schloss Das Bauhaus im Jahr 1933, da er dessen Ästhetik als „entartet“ betrachtete. Seine Professoren emigrierten in die USA (Gropius nach Harvard, Mies van der Rohe nach Chicago), wo sie die amerikanische Architektur und das Design tiefgreifend beeinflussten."
Mona Lisa,Konzept,Das leonardische Sfumato,"Technik von Leonardo da Vinci: Hauchdünne, lichtdurchlässige Lasurschichten (manchmal 40 Schichten) erzeugen unmerkliche Übergänge zwischen Licht und Schatten. Es ist dieses Sfumato, das das Lächeln der Mona Lisa so mehrdeutig und schwer fassbar macht."
Mona Lisa,Zugehöriges Ereignis,Der Diebstahl der Mona Lisa (1911),"Vincenzo Peruggia, ein Angestellter des Louvre, stahl die Mona Lisa und bewahrte sie zwei Jahre lang in seiner Wohnung in Florenz auf. Dieser Diebstahl machte weltweit Schlagzeilen und verwandelte die Mona Lisa, die damals in der breiten Öffentlichkeit kaum bekannt war, in das berühmteste Gemälde der Welt."
"Sternennacht, Van Gogh",Konzept,Kunst als innerer Ausdruck,"Zentrales Konzept bei Van Gogh, bei dem das Werk nicht versucht, die physische Realität zu reproduzieren, sondern die Emotionen und Visionen des Malers."
"Sternennacht, Van Gogh",Zugehöriges Ereignis,Das Drama von Arles mit Gauguin,"Van Gogh lud Gauguin ein, sein gelbes Haus in Arles zu teilen. Nach zwei Monaten schwierigen Zusammenlebens löste ein heftiger Streit die Krise von Van Gogh aus, der sich das Ohr abschnitt und sich freiwillig in Saint-Rémy einweisen ließ."
"Guernica, Picasso",Zugehöriges Ereignis,Der Spanische Bürgerkrieg (1936-1939),"Konflikt zwischen der Spanischen Republik und dem frankistischen Aufstand, der von Nazideutschland und dem faschistischen Italien unterstützt wurde. Spanien war das Experimentierfeld für die neuen Bombardierungstaktiken des kommenden Zweiten Weltkriegs."
"Guernica, Picasso",Konzept,Die Legion Condor,"Militärische Luftwaffeneinheit der Luftwaffe, die nach Spanien geschickt wurde, um Franco zu unterstützen und die neuen Taktiken der Sättigungsbombardierung zu testen. Die Bombardierung von Guernica war ihr erster massiver Einsatz gegen eine zivile Stadt."
"Die Freiheit führt das Volk, Delacroix",Zugehöriges Ereignis,Die Trois Glorieuses (27.–29. Juli 1830),"Drei revolutionäre Tage, die König Karl X. stürzten, der die Pressefreiheit aufheben und das Wahlrecht einschränken wollte. Louis-Philippe I. bestieg an seiner Stelle den konstitutionellen Thron."
"Die Freiheit führt das Volk, Delacroix",Konzept,"Die Marianne, Symbol der Republik","Weibliche allegorische Figur, die seit der Revolution die Französische Republik verkörpert. Ihre phrygische Mütze (Symbol der antiken Freiheit) ist ihr markantes Attribut. Die Freiheit von Delacroix ist ihr Gründungsbild, das in allen Rathäusern Frankreichs reproduziert wird."
"Die Erschaffung Adams, Michelangelo",Konzept,Das Fresko als Wandmaltechnik,"Malerei auf frischem Putz (fresco = frisch auf Italienisch). Die Pigmente verbinden sich beim Trocknen mit dem Putz, wodurch die Farbe dauerhaft und über Jahrhunderte beständig bleibt. Michelangelo musste in täglichen Abschnitten (giornata) auf dem Rücken von einem Gerüst aus arbeiten."
"Die Erschaffung Adams, Michelangelo",Konzept,Die Theorie des «Gehirnmantels»,"Theorie von Frank Meshberger (1990): Die Form des roten Mantels, der Gott umgibt, soll exakt den anatomischen Schnitt eines menschlichen Gehirns reproduzieren. Falls dies beabsichtigt war, hätte Michelangelo symbolisiert, dass Gott eine Schöpfung des menschlichen Geistes ist."
"Impression, Sonnenaufgang, Monet",Personage,Louis Leroy und die Entstehung des Begriffs «Impressionismus»,"Kunstkritiker der Zeitschrift «Charivari», Louis Leroy schrieb 1874 einen sarkastischen Artikel: «Impression, ich war mir sicher!». Er wollte sich über sie lustig machen – der Begriff «Impressionisten» wurde von den Künstlern selbst mit Stolz übernommen und die Beleidigung somit umgekehrt."
"Impression, Sonnenaufgang, Monet",Historischer Bezug,Der industrialisierte Hafen von Le Havre im 19. Jahrhundert,"Le Havre war der bedeutendste französische Handelshafen, der durch die Industrialisierung umgestaltet wurde. Monet zeigt genau diese industrielle Modernität (Dampf, Kräne, Boote) im Morgennebel – eine flüchtige Vision der fortschreitenden Modernität."
"Nighthawks, Hopper",Konzept,Die amerikanische urbane Entfremdung,"Nighthawks wurde 1942 gemalt, einige Wochen nach Pearl Harbor. Die Isolation der Figuren in der amerikanischen Nacht drückt ein tiefes Unbehagen aus: den Individualismus der amerikanischen Gesellschaft, das Fehlen von Gemeinschaft, die Leere hinter dem materiellen Überfluss."
"Nighthawks, Hopper",Konzept,Das amerikanische Diner,"Kulturelle Institution: Ein rund um die Uhr geöffnetes Restaurant, schneller Service am Tresen, anonyme Laufkundschaft. Als Ort der kollektiven Einsamkeit par excellence nährt es die Ikonografie der amerikanischen Malerei, des Kinos (Film Noir) und der amerikanischen Literatur."
"Les Demoiselles d’Avignon, Picasso",Konzept,Der Primitivismus in der modernen Kunst,"Tendenz des frühen 20. Jahrhunderts, in der afrikanischen und ozeanischen Kunst eine verlorene Vitalität zu suchen. Picasso fand darin eine radikale Freiheit der Darstellung, die die Konventionen der Perspektive seit der Renaissance brach."
"Les Demoiselles d’Avignon, Picasso",Ort / Institution,Das Bateau-Lavoir (Montmartre),"Baufälliges Gebäude in Montmartre, in dem Picasso von 1904 bis 1909 lebte und arbeitete, umgeben von Künstlern und Dichtern (Max Jacob, Apollinaire, Braque). Dort, in einem Atelier ohne Wasser und Heizung, malte er die Demoiselles d'Avignon."
"Die Beständigkeit der Erinnerung, Dalí",Konzept,Die weiche Zeit und die bergsonische Philosophie,"Bergson unterschied zwischen der physischen (messbaren) Zeit und der erlebten (subjektiven, elastischen) Zeit. Die weichen Uhren von Dalí illustrieren visuell diese „bergsonsche Zeit“: Im Traum dehnt sich die Zeit aus, zieht sich zusammen und verliert jede Starrheit."
"Die Beständigkeit der Erinnerung, Dalí",Ort / Institution,Cap de Creus (Katalonien),"Felsige Küstenlandschaft der Costa Brava, die in zahlreichen Gemälden von Dalí zu sehen ist. Die für dieses Kap charakteristischen geologischen Formationen aus erodiertem Granit nährten seine Fantasie für zweideutige und schmelzende Formen."
Die griechische Tragödie und das antike Theater,Konzept,Der Chor in der griechischen Tragödie,"Gruppe von 12 bis 15 Bürgern, die zwischen den Episoden singen, tanzen und das Geschehen kommentieren. Der Chor repräsentiert die Stimme der Gemeinschaft und bietet eine moralische Perspektive auf die Taten der Helden. Seine Rolle nahm bei Sophokles und Euripides schrittweise ab."
Die griechische Tragödie und das antike Theater,Ort / Institution,Das Theater von Epidauros,"Antikes Theater aus dem 4. Jahrhundert v. Chr., das 14.000 Zuschauer fassen konnte. Seine außergewöhnliche Akustik (man hört eine Münze von allen Plätzen aus fallen) bleibt geheimnisvoll und übertrifft die Möglichkeiten der modernen Akustiktechnik."
Das Theater von Shakespeare,Konzept,Das Globe Theatre (1599),"Theatergebäude am Südufer der Themse, außerhalb der Grenzen der City of London (die Aufführungen untersagte). Oktogonal und zum Himmel offen, bot es Platz für 3.000 Zuschauer, die entweder standen (Groundlings) oder in den überdachten Galerien saßen."
Das Theater von Shakespeare,Konzept,Der shakespearesche Blankvers,"Ungereimter Vers mit 10 Silben (iambischer Pentameter), den Shakespeare für adlige Personen verwendete. Gewöhnliche Personen sprachen in Prosa. Diese soziale Unterscheidung durch die Sprache ist eine Konvention des elisabethanischen Theaters."
Pressefreiheit und Fotojournalismus,Konzept,Die Ethik des Fotojournalismus,"Grundlegende Spannung: Wie weit muss sich ein Fotograf engagieren? Kevin Carter fotografierte einen Geier, der auf den Tod eines sudanesischen Kindes wartete (1993), und wurde beschuldigt, ihm nicht geholfen zu haben. Er erhielt den Pulitzer-Preis und beging drei Monate später Selbstmord."
Pressefreiheit und Fotojournalismus,Personage,Henri Cartier-Bresson,"Französischer Fotograf, Gründer der Agentur Magnum (1947) und Theoretiker des „entscheidenden Augenblicks“: der einzigartige Moment, in dem Form und Inhalt perfekt übereinstimmen. Sein Werk mit der Leica gilt als der Gipfel des humanistischen Fotojournalismus."
"Die Geburt der griechischen Götter (Kronos, Zeus, Olymp)",Konzept,Hesiods Theogonie,"Gedicht (um 700 v. Chr.), das den Ursprung und die Genealogie der griechischen Götter seit dem Chaos erzählt. Unsere Hauptquelle zur griechischen Kosmogonie; sie beschreibt leidenschaftliche und gewalttätige Götter, die wie die Menschen den Mächten des Schicksals unterworfen sind."
"Die Geburt der griechischen Götter (Kronos, Zeus, Olymp)",Konzept,Der griechische göttliche Anthropomorphismus,"Die griechischen Götter sind in ihren Emotionen (Eifersucht, Liebe, Zorn) völlig menschlich, aber unsterblich und übernatürlich. Xenophanes kritisierte diese Vision bereits: „Wenn die Pferde Götter hätten, würden sie sie als Pferde darstellen“."
Prometheus: Der Feuerbringer,Konzept,Der prometheische Mythos in der modernen Kultur,"Prometheus wurde zum Symbol der menschlichen Emanzipation durch Wissen, unter Missachtung der von den Göttern gesetzten Grenzen. Goethe, Shelley (Frankenstein), Marx beriefen sich auf ihn – er verkörpert die gegen die etablierte Ordnung rebellierende Modernität."
Prometheus: Der Feuerbringer,Personage,Epimetheus (Bruder des Prometheus),"Sein Name bedeutet „derjenige, der danach denkt“. Er nahm ohne Nachzudenken das von Zeus gesandte Geschenk der Pandora an. Seine Unvorsichtigkeit brachte das Unheil in die Welt. Das Paar Prometheus-Epimetheus illustriert den Gegensatz zwischen Voraussicht und Impulsivität."
Pandora und die Büchse,Konzept,Die Misogynie in der griechischen Mythologie,"Der Mythos von Pandora wird oft als mythologische Rechtfertigung für das Misstrauen der Griechen gegenüber Frauen gelesen: Es ist eine Frau, die aus Neugier oder Ungehorsam das Böse in die Welt bringt. Ein Mythos, der parallel zu Eva in der Bibel steht."
Pandora und die Büchse,Konzept,Die Elpis (die Hoffnung),"In der Version von Hesiod bleibt die Hoffnung im Krug zurück, als Pandora ihn wieder schließt. Grundlegende Ambiguität: Ist sie die letzte wohlwollende Gabe der Götter oder ein zusätzliches Übel (falsche Hoffnung, Illusion), das die Menschen quält, indem es sie glauben lässt, dass die Dinge besser werden?"
Demeter und Persephone (die Jahreszeiten),Konzept,Die Mysterien von Eleusis,"Geheime Einweihungszeremonien, die in Eleusis über ein Jahrtausend lang gefeiert wurden (600 v. Chr. - 400 n. Chr.). Basierend auf dem Mythos von Persephone versprachen sie den Eingeweihten ein glückseliges Leben nach dem Tod. Platon und Mark Aurel wurden dort eingeweiht."
Demeter und Persephone (die Jahreszeiten),Konzept,Der landwirtschaftliche Zyklus in der griechischen Religion,"Der Mythos von Persephone ist eine mythologische Erklärung des Vegetationszyklus: Wenn sie in die Unterwelt hinabsteigt (Herbst-Winter), ist die Erde unfruchtbar; wenn sie wieder aufsteigt (Frühling), erwacht die Vegetation zu neuem Leben. Die griechische Religion war mit den landwirtschaftlichen Rhythmen verbunden."
Orpheus und Eurydike,Konzept,Die Katabasis: der Abstieg in die Unterwelt,"Wiederkehrendes mythologisches Motiv: Der Held steigt lebend in die Unterwelt hinab (Herakles, Odysseus, Äneas, Orpheus). Diese „Katabasis“ symbolisiert die Initiationsreise in den Tod und die Konfrontation mit dem Unbewussten."
Orpheus und Eurydike,Konzept,Der Orphismus: griechische Mysterienreligion,"Religiöse Strömung, die sich vom Mythos des Orpheus inspirieren ließ und die Reinigung der Seele sowie die Metempsychose (Seelenwanderung) propagierte. Sie beeinflusste Pythagoras und Platon in ihrer Vorstellung von der Unsterblichkeit der Seele."
Narziss und Echo,Konzept,Narzissmus in der Psychologie,"Vom Freud (1914) geprägter Begriff: Übermäßige Eigenliebe, Unfähigkeit, den Anderen zu lieben. Im Mythos kann Narziss Echo nicht lieben, da er nur sein eigenes Bild liebt. Freud unterschied den primären (gesunden) Narzissmus vom pathologischen Narzissmus."
Narziss und Echo,Konzept,Das Echo in der akustischen Physik,"Nachhall eines Schalls an einer Oberfläche und Rückkehr zu seiner Quelle. Das Wort „Echo“ stammt direkt von der Nymphe des Mythos ab, die dazu verdammt war, nur die jeweils letzten gehörten Worte zu wiederholen. Dieser Mythos erklärte den Griechen das natürliche akustische Phänomen."
Ikarus und Daidalos,Konzept,Die Hybris und das Übermaß,"Ikarus verkörpert die klassische Hybris: die menschlichen Grenzen nicht zu respektieren und zu versuchen, sich zu den Göttern zu erheben. Diese Transgression wird in der griechischen Mythologie immer bestraft – die Griechen sahen in der Hybris den tragischen Fehler schlechthin."
