Nom du cours,Classification,Terme,Explication
Édipo e a Esfinge,Conceito,O incesto como transgressão fundamental,"O incesto de Édipo (involuntário) representa a transgressão última da ordem social: a confusão das gerações. Para os Gregos, provocava uma mancha (miasma) que afetava toda a comunidade, visível na pestilência que atingia Tebas."
Antígona: dever familiar vs lei do Estado,Conceito,A dialética hegeliana de Antígona,"Hegel foi o primeiro (1807) a teorizar que em Antígona, os dois protagonistas têm razão segundo o seu princípio - família vs Estado, lei divina vs lei humana. Não se trata do bem e do mal, mas de dois bens incompatíveis: a definição do trágico."
Antígona: dever familiar vs lei do Estado,Evento relacionado,A Antígona de Jean Anouilh (1944),"Peça encenada em Paris sob a Ocupação nazi. Anouilh deixou a sua leitura política deliberadamente ambígua: Creonte podia representar os alemães ou Vichy, Antígona a Resistência. Ambas as partes se identificaram na obra - génio ou oportunismo?"
A guerra de Troia e o cavalo de madeira,Conceito,Troia (Hisarlik) e a arqueologia,"Schliemann localizou Troia em 1870 em Hisarlik, Turquia. As escavações revelaram nove cidades sucessivas. Troia VIIa (por volta de 1184 a.C.) apresenta vestígios de incêndio compatíveis com o relato homérico - a guerra de Troia talvez tenha ocorrido."
A guerra de Troia e o cavalo de madeira,Conceito,O retorno dos heróis (Nostoi),"Após a guerra de Troia, os heróis gregos vivem regressos trágicos: Agamemnon assassinado, Ajax morto. Apenas Menelau reencontra Helena. Estes «Nostoi» formavam um ciclo épico (hoje perdido) tão importante como a Ilíada para os gregos antigos."
Thor e Loki (mitologia nórdica),Obra,A Edda em prosa (Snorri Sturluson),"Tratado de poética e de mitologia islandês do século XIII. Embora redigido num contexto cristão, constitui a fonte mais estruturada sobre as crenças nórdicas, destinada a preservar a arte da poesia antiga."
Thor e Loki (mitologia nórdica),Conceito,O Mjolnir e a cruz suástica,"O martelo de Thor era o símbolo de proteção mais difundido na Escandinávia medieval. Ligado a um símbolo solar (suástica nórdica), foi apropriado pelos nazis no século XX - dando a este símbolo infeliz uma conotação duradoura."
Ragnarök: o fim do mundo nórdico,Conceito,"Yggdrasil, a árvore do mundo","Freixo cósmico nórdico que liga os nove mundos. As suas raízes mergulham nos reinos dos deuses, dos Gigantes e dos mortos. As Nornas (tecedeiras do destino) vivem na sua base. A árvore cósmica é um arquétipo mitológico quase universal."
Ragnarök: o fim do mundo nórdico,Conceito,O apocalipsismo comparado,"A visão do Ragnarök partilha traços com outras escatologias: o Juízo Final cristão, o Kali Yuga hindu. Estas visões apocalípticas refletem uma preocupação universal pelo fim dos tempos e, frequentemente, pelo Renascimento que se segue."
Osíris e Set (mitologia egípcia),Conceito,O conceito de Ma'at,"Princípio fundamental do pensamento egípcio: a ordem cósmica, a verdade e a justiça. O faraó era encarregado de manter a Ma'at contra o caos. Osíris preside o julgamento dos mortos pesando seu coração contra a pena de Ma'at."
Osíris e Set (mitologia egípcia),Conceito,O Livro dos Mortos,"Coletânea de fórmulas mágicas acompanhando os defuntos egípcios no além-túmulo. Guiava a alma através das provações do mundo subterrâneo, nomeadamente o julgamento perante Osíris. Certos papiros ilustrados figuram entre as mais belas obras da arte egípcia."
Gilgamesh: o primeiro herói da história,Conceito,"A civilização mesopotâmica (Sumer, Babilônia)","Conjunto das civilizações do Crescente Fértil entre os rios Tigre e Eufrates (Iraque atual). Elas inventaram a escrita cuneiforme, o direito codificado (Código de Hamurabi), a matemática sexagesimal e a astronomia."
Gilgamesh: o primeiro herói da história,Conceito,O relato do Dilúvio na Epopeia,A tabuleta XI da Epopeia contém um relato do dilúvio universal anterior ao Dilúvio bíblico: Utnapishtim constrói um barco e nele embarca todos os animais. Este paralelo estupefez os pesquisadores bíblicos quando foi descoberto em 1872.
Rômulo e Remo: a fundação de Roma,Conceito,Ab Urbe Condita (753 a.C.),"Data tradicional da fundação de Roma, calculada por Varro no século I a.C. Os romanos contavam os anos «desde a fundação da cidade» (AUC). Esta data lendária correspondia à monarquia dos sete reis de Roma."
Rômulo e Remo: a fundação de Roma,Conceito,A loba capitolina,"Estátua em bronze de uma loba amamentando Rômulo e Remo, símbolo de Roma. Durante muito tempo acreditou-se ser etrusca (século V a.C.), mas estudos recentes datam-na da Idade Média. Os gêmeos humanos foram adicionados por Pollaiolo no século XV."
Vishnu e Shiva (mitologia hindu),Conceito,O samsara e o karma,Samsara: ciclo das reencarnações da alma. Karma: lei de causalidade moral - cada ação tem consequências nas vidas futuras. Vishnu desce à Terra em avatares precisamente para restabelecer o karma cósmico perturbado.
Vishnu e Shiva (mitologia hindu),Conceito,A Bhagavad-Gita,"Texto filosófico central do hinduísmo extraído do Mahabharata: Krishna (avatar de Vishnu) explica a Arjuna o sentido do dever (dharma) e da ação desinteressada antes da batalha. Admirado por Thoreau, Emerson, Gandhi e Oppenheimer."
As Valquírias e o Valhalla,Conceito,A escatologia guerreira nórdica,Os guerreiros nórdicos procuravam morrer com as armas na mão para serem escolhidos pelas Valquírias. Morrer de doença («morte de palha») não abria as portas do Valhalla - esta visão de um paraíso guerreiro estruturava a cultura viking.
As Valquírias e o Valhalla,Referência histórica,A Cavalgada das Valquírias (Wagner),"Richard Wagner musicou a mitologia nórdica em Der Ring des Nibelungen (1848-1874). «A Cavalgada das Valquírias» está entre as obras de música clássica mais conhecidas no mundo, frequentemente associada ao cinema americano."
A Fênix através das culturas,Conceito,A Fênix na alquimia medieval,"O pássaro Fênix foi adotado pelos alquimistas como símbolo da transmutação: como ele renasce das suas cinzas, os metais vis podem ser transformados em ouro. A sua presença é recorrente na literatura hermética e esotérica."
A Fênix através das culturas,Conceito,O Fenghuang chinês,"Pássaro mitológico chinês símbolo de virtude e graça, associado à Imperatriz (como o dragão é ao Imperador). O seu reaparecimento anunciava um reinado virtuoso e justo. Ele encarna as cinco virtudes confucianas."
Os Titãs vs os Deuses (Titanomaquia),Conceito,A ordem e o caos na mitologia grega,"A Titanomaquia representa a vitória da ordem olimpiana (Zeus, a razão, a lei) sobre o caos primordial dos Titãs. Esta estrutura narrativa - combate cósmico entre ordem e caos - encontra-se em todas as grandes mitologias mundiais."
Os Titãs vs os Deuses (Titanomaquia),Conceito,Atlas carregando o céu,"Titã condenado a carregar o céu (e não a Terra, ao contrário da crença popular) sobre os seus ombros pela eternidade. O seu nome deu «Atlas» às coletâneas de mapas desde o século XVI (Mercator ilustrava-o na capa)."
Dionísio: o deus do vinho e do excesso,Conceito,O nascimento do teatro a partir de Dionísio,"As tragédias e comédias gregas nasceram dos rituais dionisíacos. Téspis (século VI) foi o primeiro a introduzir um ator distinto do coro - ato fundador do teatro ocidental. O teatro de Atenas era, ele próprio, um lugar de culto a Dionísio."
Dionísio: o deus do vinho e do excesso,Conceito,O Apolíneo e o Dionisíaco (Nietzsche),Oposição filosófica entre a ordem/razão (Apolo) e o caos/embriaguez (Dionísio) como motores da criação artística.
B,Personagem,Andrômeda,Princesa etíope salva por Perseu de um monstro marinho e tornada sua esposa.
Eneias e a fundação de Roma (Virgílio),Conceito,A pietas romana,"Virtude fundamental segundo Virgílio : devoção aos deuses, à pátria e à família. Eneias é o «piedoso Eneias» - ele escapa de Troia carregando o seu velho pai nas costas. Este valor encarna o ideal romano em oposição à hybris grega."
Eneias e a fundação de Roma (Virgílio),Conceito,A propaganda augustana,"A Eneida foi escrita a mando de Augusto para legitimar o regime imperial, inscrevendo Roma num destino divino. A linhagem de Eneias, filho de Vénus, torna-se a linhagem de César e do próprio Augusto - uma narrativa de fundação política tanto quanto literária."
Os deuses astecas e os sacrifícios humanos,Conceito,A cosmologia dos Cinco Sóis e a dívida cósmica,Os deuses tinham sacrificado o seu sangue para criar o quinto sol. Os humanos estavam em dívida perpétua e deviam reembolsar com sangue. Esta lógica de troca cósmica tornava os sacrifícios moralmente necessários na visão asteca do Mundo.
Os deuses astecas e os sacrifícios humanos,Conceito,"Huitzilopochtli, o deus solar","Deus do Sol e da guerra, protetor dos Mexica. Como o sol deve «combater» a escuridão todas as manhãs, ele precisa do sangue dos guerreiros capturados para realizar a sua jornada diária e levantar-se novamente."
O Mahabharata,Conceito,A Bhagavad-Gita como texto filosófico,"Os 18 capítulos de diálogo entre Krishna e Arjuna constituem um texto filosófico fundamental, independente do resto da epopeia. Krishna ensina a ação desinteressada (karma yoga), a devoção (bhakti) e o conhecimento (jnana) como vias de libertação."
O Mahabharata,Conceito,A oralidade e a transmissão das epopeias indianas,"Como Homero, o Mahabharata foi primeiramente uma epopeia oral memorizada e recitada por poetas. Sua transcrição estendeu-se por vários séculos. Estes textos ainda são recitados e cantados em toda a Índia, vivos como nunca."
"Lancelot, Genebra e a Távola Redonda",Conceito,O amor cortês medieval (fin'amor),"Código social que glorifica o amor secreto e inacessível de um cavaleiro por uma dama (frequentemente casada). Lancelot e Guinevere são o exemplo perfeito. Esta paixão adúltera, destruidora mas sublime, está no coração da literatura medieval."
"Lancelot, Genebra e a Távola Redonda",Conceito,A busca do Graal e o cristianismo medieval,"O Graal foi cristianizado: cálice da Última Ceia ou taça que recolheu o sangue de Cristo. A busca torna-se uma busca espiritual de pureza. Apenas Galaad - puro e sem pecado - pode alcançá-lo. Lancelot, maculado pelo seu amor por Guinevere, fracassa."
"Merlin, o Encantador",Conceito,A figura do arquimago na literatura,Merlin é o protótipo do arquimago: Gandalf (Tolkien) e Dumbledore (Rowling) são seus descendentes diretos. O velho sábio com poderes misteriosos que guia o herói é um arquétipo narrativo quase universal.
"Merlin, o Encantador",Conceito,A profecia na cultura medieval,"As profecias de Merlin compiladas por Geoffroy de Monmouth (1136) tornaram-se um gênero literário autónomo, muito popular na Idade Média. Eram reinterpretadas a cada evento política importante - como o Apocalipse de João no mundo cristão."
As Mil e Uma Noites (Sherazade),Conceito,O orientalismo europeu,"Fascinação e idealização do Oriente pelos europeus, frequentemente estereotipada. As Mil e Uma Noites, nomeadamente na tradução de Antoine Galland (1704), alimentaram este orientalismo: haréns, califas e gênios tornaram-se a imagem padrão do mundo árabe na Europa."
As Mil e Uma Noites (Sherazade),Conceito,As histórias encaixadas (narrativa moldura),"Técnica narrativa: histórias são inseridas umas dentro das outras. Herdada da tradição indiana, foi levada ao seu auge por Sherazade e influenciará Boccaccio, Chaucer, Cervantes, depois Borges e a narrativa pós-moderna."
"Sindbad, o Marujo",Conceito,As rotas comerciais árabes medievais,"Do século VII ao XIV, os mercadores árabes dominaram o comércio marítimo do Oceano Índico. As aventuras de Sindbad refletem estas redes reais, as mercadorias exóticas (especiarias, seda, porcelana) e os perigos das navegações distantes."
"Sindbad, o Marujo",Personagem,Marco Polo como paralelo ocidental,Marco Polo (1254-1324) fez a viagem inversa de Sindbad: de Veneza para a China de Kublai Khan. Seus relatos pareciam tão fabulosos quanto os de Sindbad. O Livro das Maravilhas influenciou diretamente Colombo em seus planos de viagem para a Ásia.
